Do you know how to set privacy on social media platforms?,"Yes, I know how to set basic privacy."
Do you feel social media makes you more aware of social issues?,"Yes, social media provides information about social issues."
Do you participate in social or charity campaigns via social media?,"Occasionally, mostly share or donate small amounts."
Do you feel social media promotes your community involvement?,"Yes, it makes it easier for me to participate in community events."
Do you share your personal views on social issues on social media?,"Rare, only share when necessary."
Do you feel social media influences your political views?,"A little bit, due to exposure to different opinions."
Do you use social media to discuss homework with friends?,"Yes, regular chat group exchange."
Do you feel social media helps you understand lessons better?,"Sometimes, through documents and group discussions on social networks."
Are you often distracted by social media while studying?,"Yes, social media easily distracts me when studying."
Do you use social media to search for study information?,"Yes, find documentation and video tutorials on social media."
Do you feel that using social media affects your academic performance?,"Yes, it reduces performance due to time loss."
Do you feel that using social media affects your sleep?,"Yes, surfing social media late at night reduces sleep quality."
Do you feel tired after using social networks for a long time?,"Yes, feel tired and lose energy."
Do you feel eye pain or headache after using social media?,"Yes, especially when using the phone for too long."
Do you take time to rest after using social media?,"Occasionally, but often forget to rest."
Do you do exercises to minimize the negative effects of social media?,"Rarely, but sometimes light exercise is used to relieve stress."
What do you mainly use social media for?,"Communicate, entertain, and find educational information."
Do you use social media for entertainment?,"Yes, watch funny videos and posts."
Do you use social media to stay updated with news?,"Yes, follow the news through social networking sites."
Do you use social media to connect with friends?,"Yes, mainly to keep in touch with friends."
Do you use social media for studying?,"Yes, join study groups and find materials."
How do you rate the overall impact of social media on your life?,"Both benefits (connection, learning) and disadvantages (distraction, stress)."
Do you feel that social media brings more benefits than harm?,"It depends on the time, but the effects are often more prominent if left unchecked."
Do you have any suggestions to help students use social media more effectively?,"Set time limits, prioritize studying, and use social media for positive purposes."
Have you ever received learning support from communities/groups on social networks?,"Yes, get materials and advice from the study group."
Do you feel guilty about the time you spend on social media?,"Yes, especially when procrastinating on school work."
